"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"CACUL1",1.7532220430464e-09,0.332118261052526,0.692,0.562,6.76848901938492e-05,"Am"
"KMT2C",1.89376397220283e-07,0.332009506262818,0.885,0.829,0.00731106519108623,"Am"
"SMS",1.67944542960895e-06,0.331987559945207,0.883,0.835,0.0648366702554833,"Am"
"ZNF10",0.000312848151515121,0.331582529311834,0.486,0.393,1,"Am"
"ARPC1B",3.44771652260481e-09,0.331365127342099,0.669,0.52,0.000133102544071681,"Am"
"KLHL24",0.000563477221289526,0.331204018039974,0.461,0.369,1,"Am"
"AP1B1",2.59790153561294e-05,0.331059975676486,0.281,0.203,1,"Am"
"RPAP1",0.000118634655759768,0.33094139984743,0.308,0.228,1,"Am"
"TYW1B",1.40339899038222e-07,0.330901454529466,0.464,0.339,0.0054179621422696,"Am"
"ADAMTS3",4.30474018391263e-06,0.330727538653808,0.283,0.2,0.166188799540131,"Am"
"PINK1",0.000117039743182877,0.330485414243058,0.292,0.215,1,"Am"
"TMEM97",9.69708596860589e-05,0.330370797729322,0.531,0.438,1,"Am"
"DHX30",1.10823375418175e-07,0.330264458437526,0.449,0.323,0.00427844723139407,"Am"
"NUP88",3.80337201607595e-05,0.330008788247609,0.371,0.28,1,"Am"
"MTHFD1L",2.1039330844699e-08,0.32955689844807,0.641,0.487,0.00081224440659045,"Am"
"EIF3L",7.57977157373951e-22,0.329537601698791,0.956,0.919,2.92624661375788e-17,"Am"
"UQCC5",1.35219247932344e-07,0.329507723298883,0.466,0.34,0.00522027428567607,"Am"
"HSBP1",1.59704459039368e-19,0.32943933336467,0.953,0.935,6.16555034567385e-15,"Am"
"GADD45B",0.000306260848496281,0.329024724531474,0.454,0.369,1,"Am"
"NUP133",1.01969159824672e-07,0.328783867508518,0.431,0.31,0.00393662138419127,"Am"
"NLN",3.25665171898254e-08,0.328664772066023,0.512,0.377,0.0012572629626304,"Am"
"DNASE1",1.14687138226646e-05,0.328603354453615,0.303,0.216,0.44276116583779,"Am"
"ZZZ3",9.80146953076476e-10,0.328572586609319,0.719,0.574,3.78395532704704e-05,"Am"
"PKD2",3.10253596706868e-07,0.32850663452474,0.685,0.566,0.0119776503544654,"Am"
"SFT2D2",2.14304986023198e-05,0.328210971274339,0.385,0.288,0.827345829041157,"Am"
"ATP2B1-AS1",0.00265608440466191,0.328016009851778,0.254,0.2,1,"Am"
"C18orf25",9.40788319064563e-06,0.327301016309985,0.464,0.358,0.363200738458065,"Am"
"CIT",2.23094489808961e-11,0.327254065139902,0.385,0.248,8.61278587356476e-07,"Am"
"ARPC5",6.57737713594842e-12,0.327249714337582,0.841,0.755,2.53926221710425e-07,"Am"
"DALRD3",5.52140901491787e-06,0.326895189708824,0.434,0.325,0.213159516429919,"Am"
"PPP2R5C",2.48488267765887e-07,0.326823928766548,0.671,0.57,0.00959313806536982,"Am"
"MFHAS1",1.7457246812784e-06,0.326698953004301,0.442,0.337,0.067395447045434,"Am"
"APMAP",3.11952242875365e-07,0.326515785109681,0.497,0.371,0.0120432282884463,"Am"
"FTX",5.06090547941297e-10,0.326319794514343,0.959,0.923,1.95381316938217e-05,"Am"
"AKIRIN1",1.56547659660948e-08,0.326119145428005,0.79,0.669,0.000604367894887055,"Am"
"STPG2",0.000189119462608585,0.326115450260978,0.268,0.198,1,"Am"
"CEP20",2.53744819966939e-07,0.325762763846686,0.395,0.281,0.00979607251964365,"Am"
"PNRC2",9.82258780698808e-08,0.325386763780649,0.669,0.548,0.00379210824876582,"Am"
"CTCF",7.44609005050563e-09,0.325293024453686,0.686,0.539,0.00028746375248982,"Am"
"ENSG00000290018",9.60232407330719e-05,0.32519143789183,0.285,0.21,1,"Am"
"PRMT3",0.00233267959187444,0.325127556814648,0.31,0.25,1,"Am"
"TFCP2",7.63178883846052e-07,0.324851369688928,0.605,0.488,0.0294632839897607,"Am"
"CD46",1.64067882679819e-08,0.324851190184087,0.622,0.474,0.000633400467873709,"Am"
"TSR2",4.97858937237029e-06,0.32480577806187,0.456,0.351,0.192203421309727,"Am"
"MAP2K1",5.38509761389177e-08,0.324749901840615,0.597,0.458,0.00207897078481906,"Am"
"GLA",0.0239182330850138,0.324743194042794,0.29,0.242,1,"Am"
"DOK4",0.000120069455645045,0.324656382433206,0.669,0.627,1,"Am"
"RORA",1.40252584332266e-06,0.32386141012674,0.844,0.781,0.0541459127073145,"Am"
"SLC38A2",0.000311358525847642,0.32378401016318,0.783,0.721,1,"Am"
"LIG3",2.76903341053978e-07,0.323688989677199,0.361,0.254,0.0106901303847299,"Am"
"TBL1Y",5.58425202491657e-06,0.323363052270245,0.319,0.228,0.215585633673929,"Am"
"MAST2",1.47612243155887e-06,0.323099620716762,0.597,0.478,0.0569871825927616,"Am"
"METAP1",5.98047688449737e-08,0.322899623128487,0.602,0.468,0.00230882290602906,"Am"
"CTNNA3",0.000176853240871624,0.32275942118733,0.407,0.323,1,"Am"
"LRATD2",1.15995328124436e-06,0.32237497342799,0.415,0.305,0.0447811563757197,"Am"
"NOA1",1.04564083025214e-05,0.321799005293678,0.317,0.229,0.40368009892714,"Am"
"OSBPL11",4.16454770784313e-06,0.321660746064872,0.4,0.295,0.160776528808992,"Am"
"MCM5",9.9380333357023e-06,0.321077635987165,0.278,0.197,0.383667714958123,"Am"
"INO80D",4.38026951069018e-07,0.321063824887665,0.442,0.326,0.0169104684729705,"Am"
"DSEL",2.06148817955001e-05,0.320467442566553,0.275,0.197,0.795858126597076,"Am"
"GRIPAP1",7.06581351468787e-06,0.319979512674076,0.263,0.182,0.27278279654804,"Am"
"ZFAND3",1.46975728398995e-15,0.319549984414729,0.964,0.913,5.67414497057159e-11,"Am"
"USF2",8.57243780007956e-09,0.319319146916694,0.546,0.404,0.000330947533709872,"Am"
"PSAP",3.16595570334652e-15,0.319254883510899,0.903,0.816,1.22224885883396e-10,"Am"
"TGIF1",0.000364769780954353,0.319249082225335,0.692,0.604,1,"Am"
"SET",4.75741382673266e-22,0.319070212197547,0.988,0.97,1.83664718194841e-17,"Am"
"FAM241B",3.60315494001043e-07,0.319005029492422,0.298,0.202,0.0139103399614043,"Am"
"RPS19",3.83147852318498e-60,0.31899196866927,0.998,0.999,1.47918059866079e-55,"Am"
"PSMB2",6.60688531568889e-18,0.318587011575892,0.951,0.924,2.55065414497485e-13,"Am"
"UBALD2",9.50420338979118e-07,0.318147769503565,0.386,0.283,0.0366919276066278,"Am"
"CTPS2",2.81523589748172e-07,0.318123536530012,0.434,0.316,0.0108684997058179,"Am"
"FBXO22",2.04091490814813e-08,0.31799552595859,0.642,0.488,0.000787915609439667,"Am"
"DNMT3B",3.84125880214059e-13,0.317879709256064,0.495,0.339,1.4829563731544e-08,"Am"
"IGF2BP3",1.19256359537252e-11,0.317655148426931,0.908,0.859,4.60401101629514e-07,"Am"
"PDLIM1",9.63259434872808e-14,0.31742660724982,0.932,0.865,3.71875937426996e-09,"Am"
"EIF3D",1.07947215098307e-10,0.317161854376865,0.842,0.74,4.16741018608523e-06,"Am"
"HEXIM1",3.04821520997165e-05,0.317152069839925,0.415,0.322,1,"Am"
"ELAC2",0.000178809256773097,0.317076037971467,0.273,0.205,1,"Am"
"OXR1",0.00565791704987238,0.317066670975052,0.505,0.427,1,"Am"
"TMEM94",4.63472384333854e-06,0.317061891511046,0.275,0.188,0.178928148695928,"Am"
"ATP6V0B",5.2014968068026e-10,0.317026599054142,0.871,0.802,2.00808985723421e-05,"Am"
"RORA-AS1",4.32714476190944e-06,0.316963655170784,0.258,0.176,0.167053750678276,"Am"
"FCF1",3.8710680812468e-05,0.316938584192962,0.278,0.198,1,"Am"
"ATP11B",7.08829863075848e-05,0.316800746898547,0.463,0.368,1,"Am"
"ZNF444",2.69753973079981e-05,0.316608584095285,0.29,0.21,1,"Am"
"CSE1L",4.48544191635197e-10,0.316303132486019,0.631,0.475,1.73164970622684e-05,"Am"
"DPF2",2.18717504510973e-07,0.316254100142875,0.649,0.526,0.00844380797915063,"Am"
"C8orf82",2.70852886488238e-06,0.315760909488311,0.315,0.221,0.104565465357649,"Am"
"GAPDH",4.7147756988563e-21,0.315465138081849,0.997,0.998,1.82018630630046e-16,"Am"
"ZNF770",3.48774045261455e-06,0.31506551459755,0.444,0.339,0.134647707913637,"Am"
"FAM104A",3.93768001660017e-08,0.314378713960682,0.563,0.427,0.00152018074720866,"Am"
"TSPAN14",9.77995525554336e-07,0.314323809028687,0.553,0.418,0.0377564952595507,"Am"
"TNFAIP8",5.72043302616886e-05,0.313678765171493,0.588,0.492,1,"Am"
"LUZP1",2.01135047732105e-06,0.313531572859065,0.686,0.594,0.0776501965274564,"Am"
"RIOK1",0.0101330101394798,0.31352078773029,0.281,0.228,1,"Am"
"WAC",7.1594286659522e-10,0.31339157878479,0.886,0.816,2.76396903077751e-05,"Am"
"TDG",1.36601033682528e-06,0.313358584149314,0.446,0.33,0.0527361950634766,"Am"
"PPP1R35",4.52409892937697e-08,0.313284841512874,0.622,0.488,0.00174657363267527,"Am"
"ACTB",3.38404905834196e-22,0.312696207192706,0.998,0.999,1.3064459794635e-17,"Am"
"PDK3",3.6836423925642e-07,0.312556358357466,0.512,0.393,0.0142210698207333,"Am"
"ASXL2",5.25276104976365e-07,0.312484124320694,0.49,0.373,0.0202788093087176,"Am"
"IGF2R",3.6888695581352e-06,0.3124532213763,0.61,0.478,0.142412498161368,"Am"
"ZNF567",0.000194808255041073,0.312369299159289,0.314,0.236,1,"Am"
"EFNA4",3.81368024206794e-07,0.31230436483149,0.347,0.243,0.0147230939425275,"Am"
"DOCK6",4.49556912867672e-07,0.312197702864115,0.346,0.242,0.0173555941781694,"Am"
"PHF11",3.08449515901827e-06,0.312071677001649,0.253,0.17,0.119080020109059,"Am"
"ARHGAP35",6.48809741326174e-06,0.311792589587751,0.524,0.404,0.250479488736383,"Am"
"AGTRAP",1.9204483510024e-05,0.311750520123372,0.539,0.433,0.741408290387985,"Am"
"ACTN1",1.63711930784737e-07,0.311267312363021,0.705,0.568,0.00632026279987557,"Am"
"DPPA4",5.88044442164655e-10,0.311168051208502,0.624,0.473,2.27020437342087e-05,"Am"
"MBOAT7",9.60352277683319e-07,0.311015185809104,0.415,0.303,0.0370753600322422,"Am"
"RNGTT",2.44226542113581e-06,0.310981488902515,0.658,0.547,0.0942860988483692,"Am"
"FMNL2",3.61220961511753e-06,0.310351269132334,0.797,0.698,0.139452964401227,"Am"
"INSR",2.13157209675884e-06,0.310096597610859,0.551,0.431,0.0822914723674716,"Am"
"AASS",4.75666324471882e-09,0.310024389941911,0.547,0.401,0.000183635741225615,"Am"
"TSC22D1",7.72700244483982e-14,0.309703157529077,0.903,0.829,2.98308656385486e-09,"Am"
"LARP4",0.000399422180754015,0.309480329373428,0.524,0.429,1,"Am"
"IQCB1",2.56412559492194e-06,0.309477540481596,0.444,0.333,0.0989906327175565,"Am"
"SLC15A4",3.26111205944634e-06,0.30925796003781,0.319,0.227,0.125898492166985,"Am"
"MAPK9",1.67529634437423e-07,0.308818495921706,0.436,0.311,0.00646764906709116,"Am"
"HAPSTR1",0.000218317796082984,0.308806806166055,0.424,0.341,1,"Am"
"RASA1",9.29255502844262e-07,0.30860092814808,0.722,0.596,0.0358748379428056,"Am"
"ATG5",3.95137306105377e-08,0.308096264868159,0.625,0.483,0.00152546708395042,"Am"
"MTMR10",3.43620779856113e-05,0.308050174975938,0.273,0.195,1,"Am"
"CACYBP",6.2751902440712e-08,0.307933944445619,0.739,0.624,0.00242259994562613,"Am"
"CHMP4A",3.76375414187684e-05,0.307743987377541,0.51,0.407,1,"Am"
"EPHX1",2.7826994817584e-07,0.307618789526694,0.358,0.251,0.0107428896192765,"Am"
"AP5M1",0.000151479512407613,0.307317259423487,0.278,0.206,1,"Am"
"ZNF730",2.69038115831572e-06,0.30714451904026,0.425,0.311,0.103864854997937,"Am"
"SLC9A1",3.52332418379103e-06,0.306928192450338,0.258,0.176,0.136021453439436,"Am"
"IQGAP1",1.79951519751455e-10,0.306861468912248,0.798,0.667,6.94720837152468e-06,"Am"
"SREK1IP1",2.6217209090984e-06,0.306808145507805,0.507,0.398,0.101214157416653,"Am"
"MRPS18C",1.95007298236396e-07,0.306326250911378,0.637,0.514,0.0075284517557143,"Am"
"LRIG2",1.27017248240358e-06,0.306072050023387,0.431,0.319,0.0490362788556727,"Am"
"C2orf68",1.39603784646981e-05,0.305944816058206,0.363,0.268,0.538954371008135,"Am"
"SHKBP1",1.08421196791397e-05,0.305704493555093,0.28,0.196,0.418570872332866,"Am"
"AXIN1",8.94386239297989e-05,0.305475069935529,0.276,0.201,1,"Am"
"ETF1",3.06520649082206e-06,0.30536502825789,0.598,0.475,0.118335361784676,"Am"
"NUDT21",1.48925612364829e-06,0.304555320886734,0.712,0.596,0.057494221909566,"Am"
"RALY",1.4681205595153e-08,0.304387566619376,0.866,0.779,0.000566782623206478,"Am"
"MSANTD3",1.8241362096741e-06,0.304281347905007,0.341,0.24,0.0704226025106784,"Am"
"ANKLE2",0.0012298628015777,0.304250937947126,0.388,0.312,1,"Am"
"HILPDA",0.00118495226710024,0.304227954303551,0.514,0.43,1,"Am"
"RAE1",1.12482496661021e-05,0.303742503731089,0.464,0.359,0.43424992660954,"Am"
"PRRC2B",6.76214855290904e-10,0.303654745702709,0.807,0.698,2.61059507033606e-05,"Am"
"KDM5B",3.18519097229912e-14,0.303569121959145,0.946,0.895,1.2296748267658e-09,"Am"
"GMPR2",1.26574822500429e-06,0.302880837162476,0.454,0.335,0.0488654759745158,"Am"
"UGCG",0.000195153244475373,0.302753454212369,0.541,0.438,1,"Am"
"ZNF821",0.000169756617557825,0.302747206737029,0.356,0.27,1,"Am"
"SOCS6",1.51624357819486e-06,0.302555897644383,0.432,0.321,0.0585360995797909,"Am"
"UNG",1.10502764435491e-05,0.302468456548277,0.383,0.283,0.426606972379657,"Am"
"STAT3",2.96465247835141e-07,0.302265703248319,0.456,0.325,0.0114453373579234,"Am"
"KANTR",0.000149533921799626,0.302040490120043,0.363,0.278,1,"Am"
"GSE1",0.000217665592754268,0.302013334836126,0.731,0.649,1,"Am"
"GPN2",0.00193557495066151,0.301968227673631,0.317,0.254,1,"Am"
"RPSA",6.68099757889016e-50,0.301868509932198,1,0.998,2.57926592530633e-45,"Am"
"SZRD1",1.84215303221639e-06,0.30084838119443,0.495,0.378,0.071118159961746,"Am"
"DLGAP1",0.000215545364548232,0.300669077364127,0.525,0.431,1,"Am"
"SESN1",0.00767194556694661,0.300597145048193,0.393,0.336,1,"Am"
"CNOT6L",1.47149443836902e-06,0.299874396843992,0.442,0.33,0.0568085142876745,"Am"
"ANKRD28",1.460390475642e-05,0.299792965802391,0.554,0.444,0.563798347026351,"Am"
"ATP6V1G1",5.16370355454626e-12,0.299552992066877,0.949,0.934,1.99349939426813e-07,"Am"
"CMC1",6.06352705920534e-07,0.299451366659712,0.578,0.454,0.0234088525647681,"Am"
"ENSG00000272368",7.92614583375053e-06,0.299317529371063,0.366,0.27,0.305996786057773,"Am"
"GAS7",1.14192644762654e-08,0.299258826681598,0.619,0.459,0.000440852124370702,"Am"
"PRPF6",6.76996294069863e-06,0.298729146789824,0.537,0.427,0.261361189288611,"Am"
"CCDC28A",6.51474674302222e-08,0.298671361593237,0.388,0.267,0.00251508312761116,"Am"
"NSUN2",2.27606298864438e-05,0.298603194029267,0.315,0.229,0.878696877396051,"Am"
"NENF",4.92824731750271e-06,0.298348045309091,0.514,0.404,0.19025991593951,"Am"
"CDK2AP1",1.08955520310038e-09,0.29828620854977,0.739,0.625,4.20633681708932e-05,"Am"
"FBXO2",1.80508807977656e-14,0.29818471737259,0.532,0.346,6.96872304078537e-10,"Am"
"GRK3",8.95371422017315e-06,0.298080135488691,0.541,0.435,0.345667091184005,"Am"
"ZMYM3",4.46385557137568e-06,0.297692084333507,0.449,0.339,0.172331608188529,"Am"
"SIN3B",0.0013077191034848,0.297573925375649,0.315,0.248,1,"Am"
"ZNF711",0.000266695843745606,0.297426014646087,0.369,0.286,1,"Am"
"SYF2",4.42103591121268e-08,0.297323101600936,0.783,0.67,0.00170678512388277,"Am"
"GINS1",8.30069229117397e-06,0.296846793590013,0.3,0.214,0.320456526593062,"Am"
"ANKFY1",7.20260490990025e-06,0.29599024608639,0.456,0.349,0.278063765151609,"Am"
"SIPA1L3",1.36844482654057e-08,0.295984212149219,0.578,0.438,0.000528301809734253,"Am"
"SMIM19",4.32826865434623e-07,0.295238547374334,0.702,0.578,0.0167097139669691,"Am"
"TRUB2",1.1484397299776e-05,0.295200063562442,0.298,0.211,0.44336664215515,"Am"
"ZNF430",0.000415633733787446,0.295048211911939,0.339,0.262,1,"Am"
"NOSIP",1.34514242653053e-05,0.294926165513,0.583,0.477,0.519305685186375,"Am"
"ZNG1A",0.000118010217080756,0.294839395630673,0.305,0.229,1,"Am"
"COX17",8.44781700697741e-08,0.294838394950259,0.683,0.534,0.0032613642337137,"Am"
"B4GALT6",0.000101019875036282,0.294652279225856,0.408,0.321,1,"Am"
"GID8",9.72444279520714e-07,0.294620230714562,0.71,0.592,0.0375421838551767,"Am"
"TET2",6.40483772438087e-06,0.294429082228761,0.376,0.275,0.247265165187448,"Am"
"MT-ND6",1.98614994757156e-05,0.29441404933683,0.627,0.538,0.766773048759477,"Am"
"ARHGEF7",2.2237965596348e-05,0.294391529804852,0.566,0.46,0.858518899812611,"Am"
"GNA13",0.000500532976695115,0.294188737656788,0.383,0.301,1,"Am"
"LSG1",0.000219101316016217,0.293595644418401,0.251,0.182,1,"Am"
"ATP6V1B2",0.000163830537522122,0.293551706548957,0.356,0.274,1,"Am"
"RPL12",2.45856962498185e-46,0.293332768542244,0.997,0.998,9.49155389420491e-42,"Am"
"GCA",6.46047226903152e-13,0.293243187477235,0.439,0.283,2.49412992418231e-08,"Am"
"PARN",6.10422373336027e-06,0.293163020194992,0.546,0.431,0.235659661450106,"Am"
"SCAND1",5.46358486908609e-06,0.292870349551833,0.649,0.545,0.210927157455938,"Am"
"CCT8",1.53840914245659e-24,0.29266098136479,0.968,0.964,5.93918233536793e-20,"Am"
"SNHG3",0.00198465994529319,0.292533525950702,0.581,0.495,1,"Am"
"CBL",2.20868577236171e-07,0.292391941575363,0.569,0.439,0.0085268522927796,"Am"
"SLC12A6",0.000465657054295121,0.291880160116491,0.253,0.188,1,"Am"
"ENO2",0.000297949592121298,0.291870156545857,0.264,0.197,1,"Am"
"JPT2",1.2359298539571e-06,0.2913984453353,0.454,0.335,0.0477143079418678,"Am"
"MNAT1",5.5964989983312e-10,0.291198255050386,0.802,0.674,2.16058440329574e-05,"Am"
"DDX19B",2.44983570755273e-06,0.290792436683442,0.31,0.217,0.0945783573257808,"Am"
"API5",5.18347709688066e-06,0.290417340795864,0.602,0.481,0.200113316802175,"Am"
"CCNC",8.69530973687109e-07,0.289953766745482,0.702,0.589,0.0335691127701645,"Am"
"PLEKHB2",5.14918558712034e-07,0.28994280128671,0.659,0.535,0.0198789458776368,"Am"
"PPCS",8.68052398992799e-08,0.289663159399946,0.508,0.372,0.0033512030915516,"Am"
"DNAJB1",0.000265708135859663,0.289560909331542,0.446,0.354,1,"Am"
"AHNAK",2.0434195321467e-06,0.289296255619398,0.876,0.8,0.0788882544580554,"Am"
"COIL",1.86684191427875e-05,0.28905104750146,0.322,0.235,0.720712989426453,"Am"
"CHD6",6.20726579303635e-08,0.288967383752074,0.764,0.65,0.00239637703205961,"Am"
"BPTF",3.75230232282718e-11,0.288789659556627,0.898,0.85,1.44861383475066e-06,"Am"
"OLFML3",7.20502515828409e-08,0.288773504048225,0.627,0.501,0.00278157201260716,"Am"
"NR2F6",5.9186453473962e-08,0.288681823345225,0.795,0.686,0.00228495222281578,"Am"
"TRIM37",2.75525991874159e-06,0.288029171227969,0.398,0.288,0.106369564422938,"Am"
"PSEN1",5.8592765979045e-07,0.287944675670536,0.536,0.406,0.0226203232338701,"Am"
"SF3A1",4.88311241067132e-06,0.287883420651313,0.368,0.267,0.188517437726377,"Am"
"STK38L",4.47859116186776e-06,0.287802439044622,0.266,0.182,0.172900490395067,"Am"
"TYRO3",1.79759182363037e-05,0.287751475403184,0.417,0.318,0.693978299430739,"Am"
"ZBTB46",1.72404916485408e-05,0.287720073458134,0.354,0.263,0.665586420583568,"Am"
"DYRK1A",4.09121159165657e-06,0.287253938813792,0.805,0.722,0.157945314707493,"Am"
"PSMA6",3.91637556512465e-11,0.287052655259865,0.888,0.815,1.51195595067202e-06,"Am"
"ZDHHC21",9.12122972168493e-08,0.287013174852662,0.393,0.278,0.00352134194635368,"Am"
"LAMP2",0.000163172725267047,0.286955377511809,0.559,0.457,1,"Am"
"NMB",0.00659996699749583,0.286886644863336,0.261,0.207,1,"Am"
"DCAF7",5.15266638871092e-07,0.286851115335747,0.669,0.554,0.0198923838602574,"Am"
"PLEKHA8",0.000312514361221239,0.286678468861782,0.451,0.358,1,"Am"
"C15orf40",6.46300178053545e-05,0.286598172161796,0.314,0.234,1,"Am"
"MKRN1",1.47645725662037e-08,0.286565433095918,0.656,0.507,0.000570001088490861,"Am"
"KCNT2",2.59255338746913e-06,0.286541858869978,0.412,0.302,0.100088116076633,"Am"
"CREB1",7.70161435796944e-08,0.286426185990766,0.692,0.559,0.00297328523903768,"Am"
"MAEA",7.00101479519199e-05,0.286144075005627,0.456,0.358,1,"Am"
"TTI1",0.000137405967126544,0.286068536723619,0.281,0.207,1,"Am"
"WIPF2",2.61910189997734e-07,0.285953852519936,0.547,0.417,0.0101113047950525,"Am"
"MBD3",0.00220636064404939,0.285502906949922,0.276,0.214,1,"Am"
"PPP1R21",1.47429556972569e-06,0.285238433433451,0.463,0.348,0.0569166547648301,"Am"
"MIEN1",4.09591105193944e-07,0.285028625748992,0.58,0.449,0.0158126742071174,"Am"
"RCN2",2.36305683325147e-13,0.284955735343724,0.908,0.879,9.12281721045061e-09,"Am"
"CBLL1",0.000340529305997832,0.284560441055485,0.269,0.201,1,"Am"
"MTOR",7.07503985248887e-05,0.284321015215536,0.368,0.279,1,"Am"
"TMEM181",8.7031386709686e-06,0.284098813952283,0.583,0.467,0.335993371531414,"Am"
"FOXH1",7.72702804408938e-09,0.284082324495462,0.447,0.313,0.000298309644670114,"Am"
"SF3B4",4.87595603924672e-06,0.284071062131134,0.585,0.469,0.188241158851159,"Am"
"HMGA2",2.37294718561305e-09,0.284028456459165,0.812,0.73,9.16099990477773e-05,"Am"
"DAPK3",6.95449973405456e-05,0.283990738818888,0.463,0.355,1,"Am"
"ENSG00000289405",0.000165163796896231,0.283831745041655,0.253,0.184,1,"Am"
"ATP6AP1",3.22706274055469e-06,0.28377584782658,0.497,0.376,0.124583984161854,"Am"
"SNRK",5.02307662673061e-07,0.283747685984192,0.375,0.264,0.0193920896251562,"Am"
"XRCC5",1.15757356639994e-14,0.28370462208988,0.944,0.892,4.46892851044361e-10,"Am"
"SMARCA4",8.62861858093876e-10,0.283466254124574,0.785,0.641,3.33116448935722e-05,"Am"
"PCF11",0.0102478905494538,0.283432813642936,0.356,0.291,1,"Am"
"MRPS27",1.17233516736054e-06,0.282935773458982,0.598,0.48,0.0452591714711209,"Am"
"FKBP4",9.00674198338578e-09,0.282897868570925,0.714,0.591,0.000347714281010591,"Am"
"MT-ND5",1.84689056075072e-08,0.282776045865121,0.895,0.962,0.000713010569883421,"Am"
"PDCL3",1.01180969949206e-06,0.282644715362752,0.447,0.333,0.0390619252585905,"Am"
"FAM136A",3.51090293203466e-07,0.282553344246102,0.641,0.518,0.013554191859413,"Am"
"VTI1A",8.23433613568083e-08,0.282514667803533,0.729,0.614,0.00317894780854094,"Am"
"BRD4",2.61425539391925e-08,0.282371062072526,0.834,0.72,0.00100925943737646,"Am"
"PIAS2",0.000363720722349421,0.282347300966984,0.495,0.402,1,"Am"
"RPS20",1.29935061416052e-53,0.281933249664579,0.995,0.997,5.0162729810281e-49,"Am"
"MRE11",1.82630539265002e-06,0.281800475919451,0.466,0.345,0.0705063459886467,"Am"
"MRPL45",1.0950645953663e-05,0.281762140517096,0.536,0.424,0.422760637687115,"Am"
"MITD1",7.08035159404099e-06,0.281759854559629,0.547,0.428,0.273344053639547,"Am"
"ABCF1",1.10138022755518e-06,0.281436247289889,0.607,0.466,0.0425198850649954,"Am"
"RAB4A",2.44341527789506e-07,0.281262288543817,0.781,0.676,0.00943304902184166,"Am"
"TAF10",1.81589080753934e-10,0.280973685869166,0.849,0.745,7.01042805158636e-06,"Am"
"FBXO28",1.25036340336847e-05,0.280676388568319,0.497,0.387,0.482715295504431,"Am"
"NMRAL1",1.11903902670513e-06,0.280540260215358,0.424,0.307,0.0432016206649782,"Am"
"TRAPPC3",5.36584372415712e-06,0.280466189970937,0.625,0.499,0.20715376281481,"Am"
"ENSG00000257322",0.000362621732999126,0.280462132238105,0.266,0.199,1,"Am"
"SLC39A11",0.000113894020122527,0.280362471035501,0.464,0.372,1,"Am"
"WDR20",3.73381498396645e-08,0.280243683580114,0.603,0.459,0.00144147661271009,"Am"
"IPO7",6.29618748378144e-05,0.280117264547168,0.659,0.548,1,"Am"
"MT-ND3",1.64216961723379e-09,0.279334981136313,0.886,0.979,6.33976002429276e-05,"Am"
"TMEM9B",1.61306844508804e-05,0.279328229747729,0.366,0.273,0.62274120391069,"Am"
"DAXX",0.000195406556701737,0.279272024093112,0.285,0.211,1,"Am"
"TOR1A",0.000144368695138012,0.279209362052302,0.392,0.308,1,"Am"
"SGSM3",0.000366928437245304,0.279182645258634,0.315,0.243,1,"Am"
"RPS11",3.36455026283516e-55,0.278921565471872,0.997,0.998,1.29891827447014e-50,"Am"
"PRKDC",9.19188751920223e-09,0.278734907207777,0.873,0.808,0.000354862009566321,"Am"
"MRPS9",2.37256256010678e-07,0.278595055062587,0.622,0.502,0.00915951501954825,"Am"
"FABP5",0.00374745182418239,0.278459105383647,0.853,0.856,1,"Am"
"GIGYF1",2.34069078636501e-06,0.278074449850801,0.341,0.24,0.0903647084984077,"Am"
"DERA",1.29014091241795e-06,0.277941508301737,0.703,0.575,0.0498071800648072,"Am"
"UBAC2",6.31417809891171e-07,0.277696614504725,0.742,0.632,0.0243765159686585,"Am"
"ZNF528",5.66391034797739e-05,0.277417698121689,0.266,0.19,1,"Am"
"ENSG00000290928",8.34616478265444e-07,0.277334355711486,0.707,0.607,0.0322212037599157,"Am"
"ZFP64",4.00322003972524e-07,0.277141057269029,0.332,0.226,0.0154548312853633,"Am"
"CSNK2A1",1.69937370701829e-08,0.276986735742338,0.812,0.712,0.000656060213331482,"Am"
"HMBS",2.97030314420848e-06,0.276955171431614,0.281,0.193,0.114671523185312,"Am"
"FOXJ3",5.33604083320658e-06,0.276500108762981,0.78,0.694,0.206003192406773,"Am"
"ILRUN",0.00126230907028424,0.276113132846179,0.468,0.385,1,"Am"
"ZNF587",0.000310882361724016,0.276095315052948,0.286,0.214,1,"Am"
"ZNF677",1.20690072592643e-05,0.275895853182144,0.464,0.355,0.465936094251158,"Am"
"POLDIP3",4.00977488134012e-06,0.275822319598575,0.434,0.325,0.154801369069017,"Am"
"FGFR3",0.00110849807916718,0.275811800246063,0.293,0.228,1,"Am"
"YPEL5",3.16581820504587e-07,0.275551238536494,0.759,0.656,0.0122219577624001,"Am"
"DYNC1H1",6.30573535073015e-06,0.275443101884874,0.758,0.655,0.243439218950288,"Am"
"TIMELESS",0.000160370038906504,0.275428944090401,0.271,0.199,1,"Am"
"GXYLT1",3.13534707851442e-05,0.275077234829573,0.507,0.394,1,"Am"
"POLG2",0.00209945931898482,0.274668498404656,0.329,0.26,1,"Am"
"HTT",0.000160625594067115,0.274610484290446,0.575,0.485,1,"Am"
"TMCC1",7.07004402037062e-08,0.274466276266094,0.771,0.661,0.00272946119450428,"Am"
